	X1		X2
  -3.0432308e+00   1.5403985e+00
   1.0272165e+00   6.9260656e-01
  -4.0063722e+00  -3.2674960e-01
  -1.2673843e+00  -5.3816436e-02
  -3.4897489e+00  -1.8422163e+00
   1.7914136e+00  -5.3339033e+00
  -3.5834040e+00  -2.3908346e+00
  -1.9014574e+00  -1.2952679e+00
  -2.9674526e-01  -1.5476901e+00
   5.6874887e-01   3.1249177e+00
  -6.3538842e-01  -8.1933321e-02
  -2.8209674e+00  -1.1270280e+00
   3.3275517e-01  -2.2064524e+00
  -9.0571154e-01  -4.3412040e+00
  -1.7485963e+00   2.3176979e-01
   3.3198712e+00  -2.9324736e+00
  -3.4191450e+00  -1.1203283e+00
   2.3062517e+00  -6.0109520e+00
  -2.7583105e-01   2.6735019e+00
  -1.2310525e+00  -7.5098512e-01
   1.3913682e+00  -1.6734094e+00
   1.4976450e+00   5.2928686e-01
   1.7646438e+00  -4.8865769e+00
   3.7243148e+00  -5.3002443e+00
  -3.5694885e+00   4.9567965e-01
   1.3972814e+00  -2.0008065e+00
   3.1548667e+00   1.7566682e+00
   2.5816602e+00  -4.7367190e-01
   2.5493822e+00  -5.7054102e-01
  -8.9103184e-02  -3.0746926e+00
   3.3940341e+00   1.8961779e+00
   2.0282303e+00  -3.9770907e+00
  -9.7920370e-01   2.2919838e+00
   3.1950047e+00  -2.6425024e+00
   9.8068608e-02  -2.7904600e+00
   2.6531272e+00   2.6288698e+00
  -1.8795836e+00  -3.1368974e+00
   4.4077793e-01  -4.2029471e+00
  -2.2942664e-01   8.9503372e-01
   2.9612701e-01  -1.9714221e+00
  -8.1399220e-02   1.4859960e+00
  -3.9632402e+00  -3.9056453e-01
   1.8714945e+00   5.7971777e-01
   2.4614204e-01   1.3343666e+00
   3.3641055e+00   1.0650177e-01
   1.5026103e+00  -1.3530635e+00
  -1.0692924e+00  -1.8821401e+00
   6.2913199e-01   1.3236486e+00
   4.0451731e-01  -2.3179162e+00
  -3.1200766e+00  -1.1179042e+00
  -6.0374436e-02   2.3375064e+00
   2.8630727e+00  -7.7276056e-01
   2.0375396e+00  -4.5565398e+00
  -2.1874949e+00  -1.7124920e+00
   1.0126134e+00  -2.7734021e+00
  -2.6224045e+00  -9.2026070e-01
   4.0196531e+00  -7.2229309e-01
  -2.5209943e+00  -1.4105331e+00
   4.8164869e+00   3.9779115e+00
  -2.8035317e-01   2.0736099e+00
   7.6296104e-01  -4.2115519e+00
  -5.1945189e-01   1.6910049e+00
   2.0729316e+00   2.2618615e+00
  -2.5268803e+00   1.3553975e+00
   1.5464629e+00   9.2534001e-01
   1.5208310e+00  -2.5236224e+00
   2.2288363e+00  -7.5387913e+00
   4.5509310e+00  -1.9090480e+00
   1.1760931e+00  -4.4025986e+00
   2.4109558e+00   2.4787014e-01
   1.0262788e+00  -1.0383694e+00
   1.5995037e+00  -6.5034334e+00
  -4.2097883e+00  -2.2221034e+00
   4.0001385e+00  -3.8540103e+00
  -1.2109953e+00   1.9159469e+00
  -4.5634131e-01  -3.4240414e-01
   1.5649577e+00   1.1745574e+00
  -1.7123894e+00  -5.9972389e-01
  -4.1086338e-01   1.2660257e+00
  -2.8556905e+00   4.1569818e-01
   5.4718428e-01   1.5799526e+00
  -1.4731326e+00  -1.8698362e+00
   3.1212249e-01  -2.7040402e+00
   2.1153637e+00  -1.7811161e+00
  -4.0066072e+00  -2.7664979e-01
  -6.5588880e-01   1.2538367e-01
   1.1660232e+00   8.0136058e-01
   2.0775358e+00   2.6518276e+00
   1.3030147e+00  -2.6293072e+00
  -2.7885482e+00   1.8597653e-01
  -3.3165276e+00  -5.9129857e-01
  -2.6952726e+00  -2.3121778e+00
   1.2283089e+00  -3.5356636e+00
  -1.2242194e+00   9.5211433e-01
   2.6799877e+00  -1.6643634e+00
  -1.9859734e+00   2.6346338e+00
  -5.9884771e-01  -3.0101133e+00
  -3.7895595e+00  -1.6009893e+00
   1.4120471e+00  -5.8209392e+00
   2.9490943e+00  -1.0467490e+00
   1.1991380e+00   1.5311982e+00
   1.1985217e-01  -3.3330959e+00
   2.6241996e+00  -1.3791124e+00
  -1.6090528e+00  -1.0755753e+00
   2.3709480e+00  -1.3334169e+00
   1.3791617e-01   2.8656340e-01
   8.3355537e-02  -8.7409198e-01
   6.2382288e-01  -1.7917894e+00
  -4.7115829e-01   2.1603721e+00
  -1.4052279e+00   2.8259054e+00
  -4.2977850e+00  -8.5946476e-01
   2.6680325e+00  -3.1144912e+00
  -4.1540259e+00  -1.0829449e+00
   1.7803607e+00  -5.3427775e+00
  -1.6172473e+00   3.3664264e+00
  -4.4143458e+00  -1.1170980e+00
   9.4659701e-01   1.4973226e+00
   1.8960623e+00  -3.6883356e+00
   3.2652925e+00  -2.7697296e+00
  -9.6781842e-01  -9.0631358e-01
   2.2197336e+00   1.1214074e+00
   4.8750026e+00  -1.4239499e-01
   6.3351991e-01   2.3137431e+00
  -3.4715360e+00  -8.0549245e-01
  -3.2707465e+00   2.7105063e-01
  -1.2284268e+00  -9.5459515e-02
  -6.8801556e-02   2.6034004e+00
   1.3144883e+00  -3.6635048e+00
   4.5051701e-01  -5.5903762e+00
   1.8159439e+00  -3.7815850e+00
   2.3617461e+00  -1.7260430e+00
   2.9126800e+00   3.0754724e+00
  -1.8124309e-02   2.2387546e+00
   1.5969760e+00  -1.2675634e+00
   1.4651970e+00  -1.9386450e+00
  -4.0564792e-01   2.7699544e+00
  -3.7618719e+00  -5.7131760e-01
  -2.5368636e+00  -7.2976448e-01
  -2.9567660e+00   4.6923281e-01
  -7.3734815e-01   2.7041798e+00
  -3.2722971e+00  -7.2579775e-01
   3.8738381e+00   1.8482359e+00
   2.1481007e+00  -2.9480859e+00
   3.4296325e+00  -1.2500472e+00
  -3.6660995e+00  -6.2752593e-01
   1.6658885e+00  -2.8702377e+00
  -6.7562473e-01   2.1997595e+00
   4.0984228e+00  -1.4445110e+00
  -5.7623892e-03   2.0083418e+00
   2.6326627e+00   1.0804756e+00
   5.7550050e-01  -1.0036524e+00
   1.0047261e+00  -1.6243133e+00
  -2.3318781e-01   2.4076839e+00
  -3.8353307e+00  -1.8078524e+00
   1.4506173e+00  -2.5940979e+00
   2.4117854e+00  -2.6663609e-01
   3.5002256e+00   2.1751807e+00
   1.7013881e+00   2.2636531e+00
   5.2222574e+00   7.8388757e-01
   1.3074056e+00  -1.7493781e+00
  -4.3638218e+00  -9.6304659e-02
  -2.6007740e+00  -2.6191733e+00
   1.9069277e+00  -2.7953031e+00
   2.5417546e+00  -3.6931271e+00
   2.1461838e+00  -2.5556854e+00
   1.3713768e+00  -3.1706113e+00
   7.7272892e-01  -2.4898988e+00
  -4.4935933e-01   2.0172684e+00
   2.8491279e+00  -1.6427751e+00
  -5.7440976e-01   2.7611721e+00
   8.9522473e-01   2.0075824e+00
  -2.8967001e+00  -2.9973393e+00
  -7.0291690e-01   2.4262082e+00
   2.8990833e-01  -4.1296317e+00
  -1.0298089e+00   1.5904834e+00
   1.7671964e+00   7.4466234e-01
   1.3082318e+00   2.9132477e+00
   4.3657360e+00  -3.8337540e+00
   4.6205677e+00  -2.6681615e+00
  -3.1408747e+00  -2.6442712e+00
   2.7872313e-01   2.4793904e+00
   3.0563298e+00  -3.2126643e+00
  -2.1951125e+00  -7.2033496e-01
   1.9668328e+00  -2.0239412e+00
  -3.7028040e+00  -1.5151621e+00
   2.9151026e+00  -1.9262822e+00
  -9.2091149e-01   1.2365536e+00
   1.3628641e+00   7.1995238e-01
  -1.3591263e+00  -1.5051467e+00
   7.6304181e-01   2.0790136e+00
  -2.4558842e+00  -2.8987619e+00
  -2.1828635e+00  -2.1094755e+00
  -3.4931776e+00  -1.4685021e-01
   2.6398971e+00   1.9656542e-01
  -3.4432448e+00  -9.5823659e-01
   2.4596063e+00  -2.2763000e+00
   1.0961202e+00   5.7354669e-01
   1.1842438e+00  -4.0136027e+00
  -3.1123550e+00  -2.2344512e+00
   8.5220325e-01   2.7842716e+00
   1.3522072e+00  -1.6465239e+00
  -7.9574485e-01   1.6979611e+00
   1.7167073e+00  -2.3849687e+00
   2.1891160e+00   2.1455046e+00
  -1.4269066e+00  -8.9304217e-01
  -8.8225778e-01   9.4576705e-01
  -1.4386149e+00   1.1116532e+00
   2.4788397e+00  -4.1414675e+00
   3.4706929e+00   2.2304243e+00
   5.6311448e-01  -2.5852244e+00
  -1.5944421e-01   1.2682138e+00
   1.8285919e+00  -3.7192830e+00
   1.6310515e+00  -1.8979556e+00
   1.1786880e+00  -9.8557228e-01
  -2.0990909e+00   1.0617048e+00
   1.5418664e+00  -6.3753997e+00
  -3.2146199e-02  -4.7811577e+00
  -3.0439385e+00   1.1461138e+00
   9.1318706e-02  -9.0591781e-01
   1.4326515e+00   2.3544223e+00
  -2.6637816e+00  -1.1944919e+00
  -1.6573100e+00   2.1434274e+00
   2.4318251e+00   8.1630882e-01
  -1.8726144e+00  -1.2527093e+00
  -1.5023049e+00  -1.7490252e-01
   2.4816931e+00  -1.3762165e+00
   1.1435233e+00  -9.4171020e-01
  -2.4633001e+00  -1.9876296e+00
   7.8264149e-01   2.5779765e+00
  -2.0205359e-01   7.8595813e-01
  -2.0201894e+00  -1.2278926e+00
  -2.6456458e-01   9.0529648e-01
  -1.5996087e+00   2.2764909e+00
   9.6940337e-01  -2.9779089e+00
   3.1367875e-01   2.1357191e-01
  -1.1903218e+00   1.6305386e+00
   5.6585380e+00  -2.1609223e-01
  -3.1629609e+00  -2.1543466e+00
   1.1257380e+00  -1.5454548e+00
   5.8396166e-01   1.0839264e+00
   3.8256477e-01   1.6719123e+00
  -2.1152042e+00  -5.2901914e-01
   2.1734239e+00  -3.8428418e+00
   1.5724712e+00   2.3972122e+00
   2.1443644e+00  -3.0945592e-01
  -3.4195357e+00   1.6517192e+00
   1.3929687e+00   3.2932781e+00
   5.5498307e-03   2.7160959e+00
  -2.6717045e+00  -1.2341814e+00
  -2.9185206e+00  -8.0522021e-01
   1.1997364e+00   8.0060805e-02
  -1.3069412e+00   3.8426675e+00
  -6.2022385e-01   2.2901970e+00
  -1.1465411e+00   1.7521626e+00
   1.9109076e+00   2.4341724e+00
   1.3165102e+00  -6.2677084e-01
  -1.3564760e+00   2.8104826e-01
  -2.7142322e+00  -5.1108261e-01
   5.1934416e+00   6.8194598e-01
   2.2883555e+00  -2.9975756e+00
   2.9086778e+00  -5.0917344e-01
   1.9612009e+00  -3.2801644e+00
   2.5309290e+00  -3.1183900e-01
   9.3878258e-01   1.4673594e+00
   1.6630692e+00   1.7202378e+00
  -1.9718612e+00  -1.1963272e+00
  -5.1103237e+00  -1.6971568e+00
   2.3563869e+00  -5.7570539e+00
  -2.8455429e+00  -4.3662176e-02
   3.8348742e-01  -9.4548471e-01
   1.0740894e+00  -2.1459206e+00
  -2.4487085e+00  -2.8828001e+00
   1.8289387e+00  -4.6536419e+00
  -5.7593615e-01   2.0428575e+00
   1.1052022e+00   2.2729742e+00
  -1.3865988e+00   1.9195871e-01
   1.6465761e+00  -1.9092839e-01
   2.3046082e-01   3.4100535e+00
   1.3405868e+00  -3.0718984e+00
   1.6104240e+00   9.4919814e-01
  -5.9851991e-02   2.6436832e+00
   2.9931048e-01   1.6486724e+00
   6.2567347e-01   3.1816114e+00
  -3.3084441e+00  -7.1700625e-01
   4.0002555e+00  -3.2454128e+00
   1.5611467e+00   4.4284966e-01
   9.1457082e-01   2.2060339e+00
   1.0056180e+00   2.2756786e-01
   1.5995059e+00  -3.4801618e+00
   2.8412014e+00   3.7403126e+00
  -7.3122348e-01   2.9745803e+00
  -1.2769132e-01   1.2415183e+00
  -1.2581503e+00   2.7830890e-01
   7.1665807e-01  -2.4466638e+00
   3.3250547e+00  -3.3254198e+00
  -3.6243931e+00  -7.4465678e-01
   2.9374428e+00  -4.4185605e+00
  -3.9507973e+00  -1.8674771e+00
   2.7979247e+00   1.3741273e+00
